unique_round_id,%_grappling_control,%_time_standing
8321.0,0.11333333333333333,0.75
8323.0,0.9033333333333333,0.09666666666666666
5448.0,0.0,1.0
5450.0,0.0,1.0
894.0,0.20333333333333334,0.7166666666666667
896.0,0.0,1.0
8311.0,0.5866666666666667,0.19
8313.0,0.22333333333333333,0.14
3808.0,0.0,0.86
3810.0,0.10333333333333333,0.69
9451.0,0.49,0.48
9453.0,0.49,0.4633333333333333
2931.0,0.0,1.0
2933.0,0.0,0.8666666666666667
11978.0,0.7133333333333334,0.28
11980.0,0.7866666666666666,0.19
3092.0,0.5366666666666666,0.4633333333333333
3094.0,0.7966666666666666,0.20333333333333334
7400.0,0.52,0.48
7402.0,0.7366666666666667,0.2633333333333333
10585.0,0.0,1.0
10587.0,0.0,1.0
10589.0,0.0,0.9966666666666667
10591.0,0.0,1.0
5203.0,0.12333333333333334,0.07333333333333333
2662.0,0.006666666666666667,0.9933333333333333
2664.0,0.0,0.6866666666666666
2940.0,0.32666666666666666,0.52
12749.0,0.24333333333333335,0.5033333333333333
12751.0,0.6166666666666667,0.38333333333333336
6034.0,0.01,0.98
6036.0,0.0,0.9866666666666667
2850.0,0.23333333333333334,0.6133333333333333
2852.0,0.15,0.85
10700.0,0.06,0.94
10702.0,0.0,1.0
4182.0,0.16333333333333333,0.8333333333333334
4184.0,0.35,0.5266666666666666
13033.0,0.13,0.5833333333333334
13035.0,0.17,0.62
11973.0,0.29333333333333333,0.7066666666666667
12379.0,0.24333333333333335,0.5633333333333334
12381.0,0.0,0.97
491.0,0.0,0.9733333333333334
493.0,0.03333333333333333,0.9233333333333333
13069.0,0.37666666666666665,0.2633333333333333
13071.0,0.8033333333333333,0.19666666666666666
11916.0,0.45666666666666667,0.23666666666666666
11918.0,0.92,0.08
1123.0,0.0,1.0
1125.0,0.013333333333333334,0.9866666666666667
1416.0,0.01,0.9633333333333334
8749.0,0.06666666666666667,0.8433333333333334
8751.0,0.32,0.61
136.0,0.09666666666666666,0.9033333333333333
138.0,0.56,0.35
10109.0,0.6766666666666666,0.3233333333333333
10111.0,0.7066666666666667,0.29333333333333333
10648.0,0.23333333333333334,0.76
10650.0,0.39,0.61
13525.0,0.14666666666666667,0.81
13527.0,0.6533333333333333,0.31666666666666665
10910.0,0.22,0.78
3533.0,0.0,1.0
3535.0,0.0,1.0
6096.0,0.15,0.85
6098.0,0.21666666666666667,0.7833333333333333
13015.0,0.9366666666666666,0.03
9359.0,0.023333333333333334,0.9766666666666667
9361.0,0.03,0.97
11967.0,0.0,0.9466666666666667
11969.0,0.01,0.71
10062.0,0.51,0.17333333333333334
10064.0,0.37,0.4066666666666667
1288.0,0.07666666666666666,0.9133333333333333
1290.0,0.19333333333333333,0.8066666666666666
1292.0,0.07333333333333333,0.9266666666666666
1294.0,0.36666666666666664,0.6333333333333333
12178.0,0.37333333333333335,0.5833333333333334
12180.0,0.16666666666666666,0.5733333333333334
885.0,0.12333333333333334,0.25333333333333335
887.0,0.006666666666666667,0.5933333333333334
7945.0,0.5766666666666667,0.39
1847.0,0.7833333333333333,0.21666666666666667
1849.0,0.7833333333333333,0.20333333333333334
10945.0,0.0,0.9466666666666667
10947.0,0.056666666666666664,0.9133333333333333
12946.0,0.17666666666666667,0.8233333333333334
12948.0,0.24666666666666667,0.43666666666666665
265.0,0.0,1.0
267.0,0.0,1.0
269.0,0.0,1.0
271.0,0.0,1.0
838.0,0.043333333333333335,0.9566666666666667
840.0,0.0,1.0
842.0,0.0,1.0
844.0,0.03333333333333333,0.9666666666666667
13159.0,0.58,0.2633333333333333
13161.0,0.44,0.4533333333333333
13163.0,0.87,0.11666666666666667
13165.0,0.8566666666666667,0.09
2741.0,0.07,0.93
2743.0,0.0,1.0
4537.0,0.0,1.0
4539.0,0.2833333333333333,0.6633333333333333
4890.0,0.13,0.87
4892.0,0.10333333333333333,0.7266666666666667
2955.0,0.8266666666666667,0.17333333333333334
11959.0,0.0,1.0
11961.0,0.0,1.0
13125.0,0.0,0.7466666666666667
13127.0,0.043333333333333335,0.8666666666666667
7111.0,0.006666666666666667,0.7266666666666667
1341.0,0.5333333333333333,0.44333333333333336
1343.0,0.06,0.2633333333333333
3608.0,0.006666666666666667,0.7666666666666667
3610.0,0.11,0.7633333333333333
7760.0,0.47333333333333333,0.5266666666666666
7762.0,0.7633333333333333,0.23666666666666666
6642.0,0.11333333333333333,0.4633333333333333
6644.0,0.12666666666666668,0.8733333333333333
5690.0,0.43666666666666665,0.25666666666666665
2197.0,0.0,0.9866666666666667
2199.0,0.0,0.99
8778.0,0.0,1.0
8780.0,0.03,0.9566666666666667
11954.0,0.42333333333333334,0.5766666666666667
11956.0,0.4766666666666667,0.5233333333333333
1371.0,0.27666666666666667,0.6833333333333333
6153.0,0.14333333333333334,0.8566666666666667
5821.0,0.013333333333333334,0.98
5823.0,0.0,1.0
12338.0,0.9266666666666666,0.07333333333333333
12340.0,0.8366666666666667,0.15
9229.0,0.16333333333333333,0.46
971.0,0.02666666666666667,0.94
10122.0,0.17,0.58
509.0,0.9766666666666667,0.023333333333333334
511.0,0.9466666666666667,0.03666666666666667
12883.0,0.0,1.0
12885.0,0.0,1.0
11296.0,0.0,0.12
11298.0,0.7733333333333333,0.16333333333333333
6717.0,0.0,0.9933333333333333
6719.0,0.0,1.0
735.0,0.0,0.8766666666666667
737.0,0.013333333333333334,0.9866666666666667
739.0,0.0,1.0
741.0,0.0033333333333333335,0.96
13483.0,0.06,0.79
13485.0,0.006666666666666667,0.9833333333333333
359.0,0.07,0.62
361.0,0.0,1.0
2799.0,0.0,0.24666666666666667
2801.0,0.7666666666666667,0.23333333333333334
2761.0,0.0,1.0
