unique_round_id,total_round_time,knockdowns,total_strikes_landed,total_strikes_attempted,takedowns,takedowns_attempted,submission_attempts,control_time,reversals,guard_passes,significant_strikes_head_landed,significant_strikes_head_attempted,significant_strikes_body_landed,significant_strikes_body_attempted,significant_strikes_leg_landed,significant_strikes_leg_attempted,significant_strikes_standing_landed,significant_strikes_standing_attempted,significant_strikes_clinch_landed,significant_strikes_clinch_attempted,significant_strikes_ground_landed,significant_strikes_ground_attempted
12199,300,0,27,66,0,0,0,0:00,0,0.0,15,51,2,3,10,12,26,65,1,1,0,0
12200,300,0,22,67,0,1,0,0:22,0,0.0,16,57,2,3,4,7,22,66,0,1,0,0
12201,300,0,18,47,0,0,0,0:00,0,0.0,14,39,1,3,1,1,13,37,3,6,0,0
12202,300,0,40,101,0,0,0,0:02,0,0.0,21,78,2,4,15,17,32,90,6,9,0,0
12203,300,0,28,63,0,0,0,0:17,0,0.0,14,38,4,13,6,8,22,51,2,8,0,0
12204,300,0,15,64,0,0,0,0:00,0,0.0,11,50,2,12,2,2,14,60,1,4,0,0
12205,300,0,37,78,0,2,0,1:46,0,0.0,15,47,9,18,7,7,26,59,5,13,0,0
12206,300,0,25,64,0,0,0,0:19,0,0.0,19,54,4,8,2,2,14,50,11,14,0,0
12207,300,0,47,65,0,0,0,4:30,0,0.0,4,6,2,2,4,4,7,7,1,1,2,4
12208,300,0,49,60,0,0,0,0:00,0,0.0,21,30,0,0,2,2,13,19,1,1,9,12
12209,300,0,77,97,2,3,0,3:27,0,0.0,27,41,6,9,4,4,16,26,15,19,6,9
12210,300,0,36,45,0,0,0,0:00,0,0.0,13,20,2,2,1,1,12,15,4,8,0,0
12211,300,1,103,141,1,1,0,2:50,0,2.0,26,52,8,11,9,11,32,50,5,10,6,14
12212,300,0,21,42,0,0,0,0:00,0,0.0,15,33,2,3,1,1,14,32,4,5,0,0
12213,300,0,23,38,0,0,0,2:02,0,0.0,4,16,8,11,0,0,1,13,11,14,0,0
12214,300,0,13,16,0,5,0,2:08,0,0.0,0,2,0,0,1,1,1,3,0,0,0,0
12215,300,0,25,68,0,0,0,0:03,0,0.0,6,46,8,11,9,9,21,60,2,6,0,0
12216,300,0,24,46,0,2,0,1:18,0,0.0,8,23,2,2,10,17,17,38,3,4,0,0
12217,300,0,33,79,0,0,0,0:10,0,0.0,11,51,11,16,5,6,18,61,9,12,0,0
12218,300,0,17,38,0,3,0,1:17,0,0.0,3,19,0,0,9,14,11,32,1,1,0,0
12219,300,0,46,106,1,3,0,0:19,0,1.0,24,80,13,17,2,2,26,82,12,16,1,1
12220,300,0,52,113,0,0,0,0:00,0,0.0,43,102,4,6,2,2,44,99,5,11,0,0
12221,300,0,39,56,4,4,0,3:01,0,2.0,7,22,9,10,0,1,9,25,1,2,6,6
12222,300,0,24,34,2,2,0,0:14,0,0.0,11,21,1,1,4,4,14,24,0,0,2,2
12223,300,0,66,75,5,5,0,3:55,1,5.0,15,22,21,23,1,1,2,6,4,8,31,32
12224,300,0,12,24,0,0,0,0:09,0,1.0,0,9,1,2,3,3,3,10,0,2,1,2
12225,300,0,19,43,0,2,0,0:28,0,0.0,7,29,4,6,3,3,7,29,7,9,0,0
12226,300,0,30,60,0,0,0,0:07,0,0.0,14,32,4,10,7,13,19,49,6,6,0,0
12227,300,0,20,48,0,3,0,0:41,0,0.0,6,25,6,11,3,7,12,39,3,4,0,0
12228,300,0,32,65,0,1,0,0:44,0,0.0,6,33,17,22,6,7,14,45,15,17,0,0
12229,300,0,19,35,0,2,0,0:19,0,0.0,4,16,7,9,1,2,10,21,2,6,0,0
12230,300,0,36,61,1,3,1,1:33,0,0.0,11,26,15,19,4,5,11,29,18,20,1,1
12231,300,0,25,57,2,2,0,0:21,0,1.0,16,46,3,5,5,5,19,51,4,4,1,1
12232,300,0,15,86,0,0,0,0:00,0,1.0,6,68,4,7,5,11,13,80,2,5,0,1
12233,300,0,29,46,0,2,0,2:05,0,0.0,20,36,6,7,1,1,18,31,9,13,0,0
12234,300,0,61,104,0,0,0,0:00,0,0.0,23,62,17,20,4,5,14,51,30,36,0,0
12235,300,0,20,46,0,2,0,0:00,0,0.0,16,41,1,1,2,3,13,34,3,8,3,3
12236,300,0,52,103,0,0,0,2:18,0,1.0,15,55,8,11,2,3,9,43,9,15,7,11
12237,201,0,9,16,0,1,0,0:00,0,0.0,1,6,2,3,2,3,4,11,1,1,0,0
12238,201,0,13,18,1,1,2,1:47,0,1.0,6,9,3,4,3,4,10,15,2,2,0,0
12239,300,0,13,16,0,0,1,3:29,0,0.0,1,4,2,2,1,1,2,4,2,3,0,0
12240,300,0,23,23,2,2,1,1:19,0,4.0,4,4,5,5,1,1,1,1,6,6,3,3
12241,300,0,5,13,1,1,0,2:55,0,0.0,2,8,0,1,1,1,3,10,0,0,0,0
12242,300,0,44,56,0,0,2,0:38,0,4.0,9,18,6,6,5,5,13,18,2,2,5,9
12243,158,0,1,7,0,0,0,1:31,0,0.0,0,5,0,1,1,1,1,7,0,0,0,0
12244,158,0,35,41,1,1,1,0:00,0,1.0,12,15,4,5,1,1,11,14,1,1,5,6
12245,300,0,19,58,0,3,0,0:00,0,0.0,8,36,10,21,0,0,10,46,8,11,0,0
12246,300,0,65,108,0,0,0,0:20,0,0.0,50,90,13,16,1,1,49,87,15,20,0,0
12247,176,0,9,34,0,3,0,0:00,0,0.0,9,31,0,2,0,1,9,34,0,0,0,0
12248,176,0,53,98,0,0,0,0:12,0,0.0,40,81,13,17,0,0,29,58,24,40,0,0
12249,300,0,19,54,0,0,0,0:00,0,0.0,10,41,9,13,0,0,18,52,1,2,0,0
12250,300,0,23,61,0,0,0,0:00,0,0.0,14,50,2,2,6,8,21,59,1,1,0,0
12251,300,0,31,72,0,0,0,0:00,0,0.0,15,53,15,17,1,2,22,61,9,11,0,0
12252,300,0,32,75,0,0,0,0:00,0,0.0,18,57,5,8,6,7,26,66,3,6,0,0
12253,300,0,21,55,1,2,0,0:29,0,1.0,12,42,7,10,0,0,15,46,4,6,0,0
12254,300,0,21,46,0,0,0,0:00,0,0.0,11,34,4,4,6,6,20,42,1,2,0,0
12255,300,0,25,43,1,1,0,0:00,0,0.0,4,13,3,6,18,24,25,43,0,0,0,0
12256,300,0,11,31,0,0,0,0:00,0,0.0,1,19,2,2,8,10,11,30,0,1,0,0
12257,300,0,16,29,0,0,0,0:00,0,0.0,4,13,5,6,7,10,16,29,0,0,0,0
12258,300,0,12,37,0,0,0,0:00,0,0.0,6,28,3,4,3,5,11,36,1,1,0,0
12259,300,0,17,47,0,0,0,0:00,0,0.0,4,19,2,6,11,22,17,47,0,0,0,0
12260,300,0,15,44,0,0,0,0:00,0,0.0,6,31,1,1,8,12,15,43,0,1,0,0
12261,300,0,24,42,0,0,0,0:00,0,0.0,2,11,4,4,18,27,24,42,0,0,0,0
12262,300,0,20,50,0,0,0,0:00,0,0.0,10,36,2,4,8,10,19,49,1,1,0,0
12263,300,0,8,19,1,7,0,2:32,0,2.0,2,9,0,0,2,6,3,12,1,2,0,1
12264,300,0,27,47,0,1,0,0:00,0,0.0,7,24,1,2,6,6,9,25,1,2,4,5
12265,300,0,46,60,0,0,0,0:06,0,0.0,13,27,12,12,21,21,33,45,13,15,0,0
12266,300,0,20,34,1,3,0,1:27,0,1.0,7,20,4,5,5,5,12,24,4,6,0,0
12267,300,0,50,79,0,0,0,0:00,0,0.0,21,44,8,11,19,22,43,70,5,7,0,0
12268,300,0,17,53,1,3,0,0:21,0,0.0,12,35,2,13,3,5,13,45,4,8,0,0
12269,300,0,48,73,0,0,0,0:00,0,0.0,18,42,12,13,18,18,45,66,3,7,0,0
12270,300,0,16,46,0,3,0,0:30,0,0.0,6,31,4,8,4,5,11,39,3,5,0,0
12271,300,0,43,68,0,0,0,0:00,0,0.0,19,39,8,13,13,13,35,60,5,5,0,0
12272,300,0,13,27,0,1,0,1:04,0,0.0,6,18,2,3,2,2,5,17,4,5,1,1
12273,300,0,43,77,0,0,0,0:10,0,0.0,30,59,9,14,4,4,37,66,6,11,0,0
12274,300,0,28,70,0,0,0,0:09,0,0.0,20,59,3,6,3,3,17,53,9,15,0,0
12277,300,0,22,50,0,0,0,0:20,0,0.0,8,35,4,4,7,8,14,40,5,7,0,0
12278,300,1,29,54,2,3,0,2:32,0,3.0,11,33,2,2,1,2,10,28,2,5,2,4
12279,300,0,19,32,1,1,0,0:18,0,0.0,6,16,4,4,1,1,4,11,7,10,0,0
12280,300,0,31,38,1,6,0,4:16,0,1.0,9,15,0,0,0,0,3,8,1,2,5,5
12281,300,0,45,81,0,1,0,0:22,0,0.0,22,56,9,10,9,10,31,64,8,11,1,1
12282,300,0,19,31,1,1,0,1:41,0,1.0,16,26,2,3,0,1,13,25,5,5,0,0
12283,300,0,69,109,0,0,0,0:00,0,0.0,44,80,14,14,11,15,63,102,6,7,0,0
12284,300,0,11,38,0,0,0,0:00,0,0.0,11,34,0,4,0,0,10,36,1,2,0,0
12285,300,0,39,79,0,0,0,0:31,0,0.0,32,69,4,7,1,1,34,74,2,2,1,1
12286,300,0,11,30,0,3,0,1:02,0,0.0,10,28,1,2,0,0,10,29,1,1,0,0
12287,300,0,26,40,1,5,1,2:53,0,1.0,7,20,3,3,0,0,5,16,4,6,1,1
12288,300,1,17,44,0,0,0,0:33,0,0.0,8,32,5,7,0,1,4,27,6,6,3,7
12289,300,0,13,31,3,5,0,2:30,0,0.0,2,20,5,5,0,0,2,19,5,5,0,1
12290,300,0,19,50,0,0,0,0:11,0,0.0,6,35,10,12,0,0,11,38,5,9,0,0
12291,300,0,20,33,3,6,0,3:23,0,1.0,9,19,1,3,0,0,4,10,2,7,4,5
12292,300,0,11,40,0,0,0,0:23,0,0.0,6,35,3,3,0,0,5,31,4,7,0,0
12293,300,0,27,56,0,1,1,0:00,0,0.0,23,51,0,1,0,0,15,40,7,10,1,2
12294,300,0,48,82,1,1,0,2:00,0,1.0,17,48,11,14,0,0,4,25,6,9,18,28
12295,300,0,17,29,0,5,1,0:08,0,0.0,15,25,1,3,0,0,15,27,1,1,0,0
12296,300,0,73,122,1,3,0,2:15,0,1.0,37,74,10,13,5,5,36,73,7,9,9,10
12297,300,0,3,11,0,1,0,0:00,0,0.0,3,11,0,0,0,0,0,4,1,4,2,3
12298,300,0,121,151,2,3,0,4:20,0,3.0,29,53,29,31,3,3,5,9,5,7,51,71
12299,300,0,28,47,1,4,0,1:43,0,2.0,13,31,0,0,0,0,7,24,2,3,4,4
12300,300,0,22,40,0,0,0,0:00,0,0.0,12,30,1,1,6,6,17,34,2,3,0,0
12301,300,0,34,50,1,1,0,1:37,0,1.0,11,26,1,1,1,2,9,22,1,4,3,3
12302,300,0,49,82,0,0,0,0:00,0,0.0,18,49,0,2,7,7,22,55,3,3,0,0
12303,300,0,23,52,0,5,0,0:00,0,0.0,21,49,2,3,0,0,22,51,1,1,0,0
12304,300,0,52,116,0,0,0,0:00,0,0.0,32,94,4,6,16,16,52,116,0,0,0,0
12305,300,0,23,44,0,0,0,2:12,0,0.0,6,24,7,10,6,6,16,35,3,5,0,0
12306,300,0,26,45,1,1,0,0:22,0,0.0,9,22,2,4,0,1,4,19,2,3,5,5
12307,300,0,46,101,0,0,0,0:37,0,0.0,17,62,13,16,14,21,38,91,6,8,0,0
12308,300,0,26,65,0,1,0,0:00,0,0.0,18,53,5,8,2,3,24,61,1,3,0,0
12309,300,0,48,86,0,0,0,0:17,0,0.0,18,50,13,17,16,18,45,80,2,5,0,0
12310,300,0,22,63,0,2,0,0:14,0,0.0,15,56,3,3,3,3,18,59,3,3,0,0
12311,300,0,53,108,0,0,0,0:00,0,0.0,24,72,12,14,17,22,51,106,2,2,0,0
12312,300,0,21,80,0,1,0,0:00,0,0.0,12,66,5,9,4,5,21,78,0,2,0,0
12313,300,0,57,109,0,0,0,0:00,0,0.0,32,81,8,10,17,18,53,102,4,7,0,0
12314,300,0,25,88,0,0,0,0:00,0,0.0,18,78,5,8,2,2,24,86,1,2,0,0
12315,300,0,34,52,0,0,0,0:32,0,0.0,18,31,6,8,3,4,19,34,8,9,0,0
12316,300,1,51,83,1,1,0,2:05,0,0.0,23,47,6,10,10,14,26,48,4,6,9,17
12317,300,0,35,66,0,0,0,0:00,0,0.0,20,47,4,4,5,7,25,53,1,2,3,3
12318,300,0,50,94,2,3,0,1:52,0,1.0,16,47,9,17,13,14,37,76,1,2,0,0
12319,164,0,26,44,0,0,0,0:03,0,0.0,12,29,9,9,3,4,14,31,10,11,0,0
12320,164,1,41,62,0,2,0,0:19,0,0.0,19,33,4,8,15,18,33,52,5,7,0,0
12321,300,0,5,14,1,9,0,0:48,0,0.0,2,9,1,2,0,1,1,9,2,3,0,0
12322,300,0,13,43,0,0,0,0:05,0,0.0,11,40,0,1,0,0,7,31,2,8,2,2
12323,257,0,1,10,0,8,0,0:19,0,0.0,1,10,0,0,0,0,1,10,0,0,0,0
12324,257,0,42,64,0,0,0,0:23,0,0.0,39,61,3,3,0,0,25,44,14,17,3,3
12325,300,0,26,45,1,1,1,1:00,0,2.0,12,27,1,1,0,0,10,23,1,1,2,4
12326,300,0,44,74,0,2,0,1:13,0,1.0,8,30,0,0,5,6,11,33,2,2,0,1
12327,300,0,28,42,2,3,0,2:44,0,3.0,4,14,0,1,0,0,3,14,0,0,1,1
12328,300,0,83,104,1,1,0,1:16,0,0.0,12,23,1,1,1,3,6,16,4,7,4,4
12329,300,0,24,37,1,1,0,1:18,0,1.0,7,18,2,3,0,0,9,20,0,1,0,0
12330,300,0,78,110,1,1,0,1:06,0,0.0,13,36,2,2,1,2,11,30,1,3,4,7
12331,300,0,13,32,1,1,0,1:16,0,2.0,10,29,0,0,0,0,5,22,0,0,5,7
12332,300,0,31,55,0,0,0,0:14,1,0.0,26,49,0,0,0,0,5,25,0,0,21,24
12333,300,0,14,52,1,1,1,1:05,0,1.0,13,50,0,1,0,0,13,50,0,1,0,0
12334,300,0,19,34,0,0,0,0:04,0,0.0,10,25,0,0,0,0,10,25,0,0,0,0
12335,300,0,10,53,2,8,0,0:25,0,1.0,7,48,2,4,0,0,6,46,2,5,1,1
12336,300,0,12,37,0,0,0,0:00,0,0.0,11,35,1,1,0,0,12,35,0,1,0,0
12337,300,0,4,7,0,0,0,0:00,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0
12338,300,0,56,65,3,3,0,4:38,0,4.0,27,33,6,7,1,1,2,4,2,2,30,35
12339,300,0,6,7,0,1,0,0:04,1,0.0,1,2,4,4,0,0,0,1,5,5,0,0
12340,300,0,31,34,4,6,0,4:11,0,4.0,9,11,6,6,0,0,2,4,4,4,9,9
12341,273,0,2,4,0,1,0,0:00,0,0.0,0,2,1,1,0,0,0,1,1,2,0,0
12342,273,0,49,56,2,2,0,4:08,0,6.0,28,33,3,5,2,2,2,3,0,2,31,35
12343,300,0,23,28,0,7,0,2:55,0,0.0,3,7,3,4,6,6,5,8,6,7,1,2
12344,300,0,13,28,1,2,0,0:49,0,0.0,1,14,2,4,2,2,2,14,3,4,0,2
12347,300,0,37,52,1,1,0,3:19,0,2.0,5,10,2,3,0,0,1,3,1,1,5,9
12348,300,0,18,23,0,2,0,0:26,0,0.0,7,12,3,3,0,0,3,5,4,4,3,6
12349,300,0,58,73,1,3,0,3:28,0,1.0,3,8,2,3,0,0,1,5,0,1,4,5
12350,300,0,15,23,0,1,0,0:28,1,0.0,6,13,2,3,0,0,3,7,1,2,4,7
12351,300,0,35,42,3,3,0,2:48,0,1.0,7,9,9,9,0,0,3,5,0,0,13,13
12352,300,0,23,30,0,0,0,1:20,1,1.0,5,9,2,2,1,1,1,5,0,0,7,7
12353,300,0,18,47,0,0,1,0:00,0,0.0,9,31,1,5,6,9,15,44,1,1,0,0
12354,300,0,14,86,0,0,0,0:03,0,0.0,10,70,2,9,2,7,13,84,1,1,0,1
12355,300,0,39,79,0,0,0,0:03,0,0.0,16,53,7,9,11,12,33,73,1,1,0,0
12356,300,0,28,89,1,2,0,0:14,0,0.0,12,60,12,23,0,2,20,81,4,4,0,0
12357,300,0,31,89,0,0,0,0:11,0,0.0,18,69,5,8,7,10,30,86,0,0,0,1
12358,300,0,24,77,1,2,0,0:20,0,2.0,14,58,7,14,1,3,19,70,0,1,3,4
12359,300,0,36,54,2,4,0,1:30,0,0.0,8,25,7,8,3,3,13,29,4,6,1,1
12360,300,0,33,57,0,1,0,0:10,0,0.0,15,37,2,4,0,0,15,36,2,4,0,1
12361,300,0,56,64,2,3,0,3:25,0,1.0,10,15,2,2,1,1,3,6,1,1,9,11
12362,300,0,35,55,0,0,0,0:04,1,0.0,5,19,1,1,0,0,4,17,1,2,1,1
12363,300,0,23,39,0,4,0,2:16,1,0.0,9,20,2,4,2,2,12,24,1,2,0,0
12364,300,0,35,57,0,0,1,0:04,0,0.0,21,41,1,1,0,0,15,35,0,0,7,7
12365,164,0,21,23,0,0,0,0:00,0,0.0,4,5,2,3,0,0,0,2,4,4,2,2
12366,164,0,4,11,2,3,1,1:41,0,4.0,1,7,0,1,1,1,1,8,0,0,1,1
12367,300,0,29,106,0,0,0,0:00,0,0.0,21,91,5,12,3,3,28,104,1,2,0,0
12368,300,0,24,76,0,0,0,0:00,0,0.0,11,43,8,28,5,5,24,76,0,0,0,0
12369,300,0,64,120,1,2,0,0:09,0,1.0,42,92,9,15,0,0,34,86,12,16,5,5
12370,300,0,20,42,0,0,0,1:12,0,0.0,10,26,6,12,3,3,12,34,3,3,4,4
12371,300,0,49,122,0,0,0,0:01,0,0.0,32,101,14,17,1,2,33,104,14,16,0,0
12372,300,0,22,58,0,1,0,0:00,0,0.0,16,47,3,8,3,3,21,56,1,2,0,0
12373,300,0,34,79,0,2,0,0:02,0,0.0,24,66,6,9,3,3,28,73,4,4,1,1
12374,300,0,23,106,0,1,0,0:18,0,0.0,14,90,8,15,1,1,19,99,4,7,0,0
12375,300,0,43,75,0,0,0,0:03,0,0.0,33,63,10,12,0,0,39,70,4,5,0,0
12376,300,0,19,101,0,1,0,0:03,0,0.0,14,85,5,14,0,2,18,99,1,2,0,0
12377,300,0,41,83,0,1,0,0:00,0,0.0,26,66,14,16,1,1,36,76,5,7,0,0
12378,300,0,15,82,0,1,0,0:02,0,0.0,12,68,2,13,1,1,13,79,2,3,0,0
12379,300,0,40,50,0,2,0,1:13,0,0.0,13,21,15,17,6,6,14,23,20,21,0,0
12380,300,0,14,43,0,0,0,0:58,0,0.0,9,33,5,10,0,0,11,39,3,4,0,0
12381,300,0,39,70,0,1,0,0:00,0,0.0,28,57,9,11,0,0,29,59,8,9,0,0
12382,300,0,29,69,0,1,0,0:09,0,0.0,18,55,11,14,0,0,28,67,1,2,0,0
12383,300,0,59,89,0,3,0,0:21,0,0.0,42,72,8,8,7,7,42,69,15,18,0,0
12384,300,0,38,78,0,1,0,0:20,0,0.0,27,64,11,14,0,0,34,72,4,6,0,0
12385,300,0,24,65,0,0,0,0:00,0,0.0,15,51,4,6,5,8,22,61,2,4,0,0
12386,300,0,16,49,0,3,0,0:00,0,0.0,11,41,5,8,0,0,16,45,0,4,0,0
12387,300,0,42,66,1,1,1,0:10,0,0.0,13,34,4,4,6,8,17,38,4,6,2,2
12388,300,0,18,39,2,3,0,1:55,0,0.0,8,27,4,6,0,0,9,27,3,6,0,0
12389,300,0,46,76,0,0,0,0:01,0,0.0,11,38,4,6,8,9,22,48,1,4,0,1
12390,300,0,35,69,1,2,0,1:20,0,0.0,10,42,5,6,0,0,11,42,2,3,2,3
12391,300,0,28,59,0,1,0,1:14,0,0.0,11,38,0,4,7,7,16,46,2,3,0,0
12392,300,0,26,61,0,0,0,0:01,0,0.0,16,49,5,5,2,2,18,51,5,5,0,0
12393,300,0,10,20,1,3,0,3:33,0,1.0,1,8,0,0,3,3,4,11,0,0,0,0
12394,300,0,22,40,0,0,0,0:00,0,0.0,4,16,1,1,5,7,9,23,1,1,0,0
12395,300,0,18,46,0,5,0,0:32,0,0.0,9,36,2,3,1,1,11,37,1,3,0,0
12396,300,0,56,115,0,0,0,1:28,0,2.0,20,72,6,8,7,9,20,73,3,4,10,12
12397,300,0,12,35,0,0,0,0:00,0,0.0,11,33,0,0,1,2,9,29,3,6,0,0
12398,300,0,10,34,0,0,0,0:00,0,0.0,8,32,1,1,1,1,5,29,5,5,0,0
12399,300,0,11,32,0,1,0,0:07,0,0.0,10,28,0,0,0,3,10,28,0,3,0,0
12400,300,0,8,36,0,0,0,0:00,0,0.0,5,30,1,2,1,3,6,31,1,4,0,0
12401,300,0,18,41,0,0,0,0:00,0,0.0,15,35,1,4,2,2,18,41,0,0,0,0
12402,300,0,8,40,0,0,0,0:00,0,0.0,6,37,1,1,1,2,6,36,2,4,0,0
12403,300,0,23,58,0,2,0,0:22,0,0.0,15,49,3,4,0,0,15,50,3,3,0,0
12404,300,0,52,95,0,0,0,1:20,0,1.0,23,61,4,5,8,8,24,61,7,9,4,4
12405,300,0,27,37,3,4,0,2:43,1,5.0,11,20,1,1,0,0,4,10,0,0,8,11
12406,300,0,39,52,0,0,0,0:50,1,0.0,4,16,2,2,2,2,7,19,1,1,0,0
12407,300,0,21,46,1,5,0,0:54,0,0.0,14,37,1,2,0,0,10,31,3,6,2,2
12408,300,0,30,77,0,0,0,0:00,0,0.0,17,56,1,3,3,4,16,57,5,6,0,0
12409,300,0,14,29,1,2,0,3:37,0,1.0,5,19,2,2,1,2,2,12,0,0,6,11
12410,300,0,11,18,0,0,0,0:00,0,0.0,1,7,0,0,5,5,5,11,1,1,0,0
12411,300,0,7,28,0,2,0,0:12,0,0.0,7,28,0,0,0,0,7,28,0,0,0,0
12412,300,0,24,57,0,0,0,0:00,0,0.0,8,38,4,6,12,13,24,54,0,3,0,0
12413,300,0,9,22,0,7,0,1:08,0,0.0,8,21,0,0,0,0,8,21,0,0,0,0
12414,300,0,21,52,0,0,0,0:33,0,1.0,11,39,2,4,6,6,15,42,0,0,4,7
12415,300,0,51,73,1,1,0,3:04,0,3.0,14,32,6,7,2,2,10,25,2,3,10,13
12416,300,0,10,20,0,0,0,0:00,0,0.0,5,13,0,0,2,2,7,15,0,0,0,0
12417,300,0,61,105,0,2,0,1:25,0,0.0,18,56,8,13,5,5,26,69,5,5,0,0
12418,300,0,38,66,0,0,0,0:00,0,0.0,13,38,2,4,8,9,22,50,1,1,0,0
12419,300,0,61,76,0,0,2,2:56,1,1.0,25,37,4,4,3,3,9,17,1,1,22,26
12420,300,0,8,13,1,1,0,1:00,0,0.0,4,7,1,3,1,1,4,9,2,2,0,0
12423,300,0,66,95,0,2,3,1:47,1,0.0,25,47,1,2,2,2,3,5,11,19,14,27
12424,300,0,24,41,2,2,0,2:35,0,2.0,9,24,7,7,0,0,3,6,7,18,6,7
12425,300,0,54,84,1,2,0,3:23,0,0.0,12,22,2,6,0,0,3,9,9,17,2,2
12426,300,0,18,22,3,3,0,0:54,0,2.0,3,6,4,4,0,0,2,5,3,3,2,2
12427,174,0,47,62,2,2,0,2:28,0,0.0,18,27,1,2,0,0,1,3,7,13,11,13
12428,174,0,20,26,0,0,0,0:13,0,0.0,2,5,3,3,0,0,1,2,4,6,0,0
12429,300,0,45,70,0,3,0,2:44,0,0.0,7,26,7,8,2,2,8,25,8,11,0,0
12430,300,0,38,76,0,0,0,0:02,0,0.0,26,62,4,6,2,2,21,55,11,15,0,0
12431,300,0,42,73,1,1,0,2:14,0,1.0,9,33,3,5,3,4,14,38,1,2,0,2
12432,300,0,30,66,0,0,0,0:00,0,0.0,24,59,1,1,4,5,29,65,0,0,0,0
12433,300,0,52,90,1,2,0,2:45,0,1.0,17,51,2,3,2,2,12,43,4,4,5,9
12434,300,0,38,80,0,0,0,0:01,0,0.0,30,70,0,0,5,6,26,63,7,9,2,4
12435,300,0,60,77,0,2,0,2:37,1,1.0,16,25,6,9,2,3,13,21,6,9,5,7
12436,300,0,39,73,2,2,0,0:39,0,1.0,22,53,7,9,0,0,11,39,11,14,7,9
12437,300,0,36,67,0,0,0,0:26,0,0.0,20,50,5,6,1,1,21,50,3,5,2,2
12438,300,0,38,76,2,5,0,1:36,0,1.0,20,51,11,15,0,0,19,52,7,9,5,5
12439,300,0,57,88,1,1,0,2:37,0,1.0,26,52,6,7,4,4,26,47,4,5,6,11
12440,300,0,32,72,1,1,0,0:16,0,0.0,18,46,2,5,2,2,17,47,2,2,3,4
12441,300,0,28,54,0,0,1,2:59,0,0.0,7,30,3,6,2,2,6,27,6,11,0,0
12442,300,0,42,64,1,3,0,0:28,0,0.0,13,25,9,14,0,0,9,21,10,14,3,4
12443,300,0,24,48,0,0,0,2:11,0,0.0,10,32,5,7,1,1,13,36,3,4,0,0
12444,300,0,37,48,1,3,0,0:16,0,1.0,12,21,5,6,9,9,18,27,5,6,3,3
12445,300,0,37,76,0,0,0,2:09,0,0.0,13,50,5,5,1,1,12,48,4,4,3,4
12446,300,0,35,63,1,4,0,0:42,0,1.0,12,32,8,9,5,5,19,36,4,5,2,5
12447,300,0,28,34,1,1,0,3:53,0,2.0,10,16,1,1,0,0,0,4,0,0,11,13
12448,300,0,16,30,0,0,1,0:11,1,0.0,5,18,0,0,1,1,3,14,0,0,3,5
12449,300,0,17,41,0,1,0,0:00,0,0.0,14,37,2,2,0,1,13,37,3,3,0,0
12450,300,0,21,48,2,4,0,0:09,0,0.0,10,36,3,4,7,7,17,41,2,5,1,1
12451,300,0,12,56,0,1,0,0:30,0,0.0,11,53,0,1,0,1,10,54,1,1,0,0
12452,300,0,25,75,0,5,0,0:01,0,0.0,12,60,0,1,10,11,21,70,1,2,0,0
12453,300,0,29,99,1,1,0,1:03,0,1.0,22,89,2,4,5,5,26,95,1,1,2,2
12454,300,0,33,65,1,1,0,0:16,0,0.0,16,46,7,8,10,11,29,61,3,3,1,1
12455,300,0,47,117,0,4,0,0:38,0,0.0,30,95,9,13,4,5,35,104,8,9,0,0
12456,300,0,43,77,0,0,0,0:03,0,0.0,21,52,13,15,7,8,38,72,3,3,0,0
12457,300,0,41,125,0,1,0,0:00,0,0.0,28,106,6,11,5,5,39,122,0,0,0,0
12458,300,0,47,82,0,0,0,0:04,0,0.0,28,58,14,18,5,6,43,78,4,4,0,0
12459,167,0,14,36,1,1,1,1:11,0,2.0,12,32,1,1,0,0,11,29,2,4,0,0
12460,167,0,16,26,0,0,0,0:11,0,0.0,8,18,2,2,2,2,9,19,3,3,0,0
12461,300,0,42,105,0,1,0,0:19,0,0.0,27,81,11,20,1,1,18,59,21,43,0,0
12462,300,0,29,77,0,0,0,0:01,0,0.0,19,60,5,11,2,2,11,51,15,22,0,0
12463,300,0,42,92,2,2,0,1:10,0,0.0,17,54,14,24,2,3,18,51,15,30,0,0
12464,300,0,29,57,0,0,0,0:02,0,0.0,16,37,10,17,1,1,16,35,7,14,4,6
12465,300,0,64,145,0,0,0,0:06,0,0.0,42,114,16,24,1,1,37,97,22,42,0,0
12466,300,1,41,86,0,0,0,0:03,0,0.0,26,64,9,15,1,2,28,59,8,21,0,1
12467,264,0,20,33,1,1,1,2:52,0,2.0,9,21,4,4,0,1,0,13,5,5,8,8
12468,264,0,2,7,0,0,0,0:42,0,0.0,1,6,1,1,0,0,2,5,0,2,0,0
12469,300,0,33,53,1,1,0,2:36,0,0.0,10,26,3,4,8,9,8,16,2,3,11,20
12470,300,0,62,123,0,0,0,0:07,0,0.0,25,82,2,2,8,8,18,69,9,13,8,10
12471,300,0,36,50,2,2,0,3:20,0,1.0,6,17,3,6,7,7,4,12,1,4,11,14
12472,300,0,59,109,0,0,0,0:05,0,0.0,19,63,3,4,15,19,12,44,1,3,24,39
12473,300,0,33,51,1,2,0,0:32,0,0.0,11,27,4,5,5,5,12,25,7,11,1,1
